# Height [m];Temperature [K];Wind Speed [m/s];Relative Humidity [%]
6.500000000000000000e+03;2.553701592186530718e+02;2.157512214721793598e+01;0.000000000000000000e+00
6.571428571428571558e+03;2.550149570551818101e+02;2.192730750782033056e+01;0.000000000000000000e+00
6.642857142857143117e+03;2.546608595501822947e+02;2.227679215800886681e+01;0.000000000000000000e+00
6.714285714285714675e+03;2.543078944463663618e+02;2.262341062925725765e+01;0.000000000000000000e+00
6.785714285714286234e+03;2.539560887871193131e+02;2.296699927156061705e+01;0.000000000000000000e+00
6.857142857142856883e+03;2.536054689266701700e+02;2.330739632214637425e+01;0.000000000000000000e+00
6.928571428571428442e+03;2.532560605401619114e+02;2.364444197282861637e+01;0.000000000000000000e+00
7.000000000000000000e+03;2.529078886336243954e+02;2.397797843600569578e+01;0.000000000000000000e+00
7.071428571428571558e+03;2.525609775538495114e+02;2.430785000930119466e+01;0.000000000000000000e+00
7.142857142857143117e+03;2.522153509981677075e+02;2.463390313884823968e+01;0.000000000000000000e+00
7.214285714285714675e+03;2.518710320241296472e+02;2.495598648121708152e+01;0.000000000000000000e+00
7.285714285714286234e+03;2.515280430590911180e+02;2.527395096398603869e+01;0.000000000000000000e+00
7.357142857142857792e+03;2.511864059097026427e+02;2.558764984495577011e+01;0.000000000000000000e+00
7.428571428571428442e+03;2.508461417713048718e+02;2.589693877000685518e+01;0.000000000000000000e+00
7.500000000000000000e+03;2.505072712372293893e+02;2.620167582960074171e+01;0.000000000000000000e+00
7.571428571428571558e+03;2.501698143080065790e+02;2.650172161392392667e+01;0.000000000000000000e+00
7.642857142857143117e+03;2.498337904004804386e+02;2.679693926667557591e+01;0.000000000000000000e+00
7.714285714285714675e+03;2.494992183568315625e+02;2.708719453749841577e+01;0.000000000000000000e+00
7.785714285714286234e+03;2.491661164535082946e+02;2.737235583305293929e+01;0.000000000000000000e+00
7.857142857142857792e+03;2.488345024100670742e+02;2.765229426673494117e+01;0.000000000000000000e+00
7.928571428571428442e+03;2.485043933979222288e+02;2.792688370703643841e+01;0.000000000000000000e+00
8.000000000000000000e+03;2.481758060490066384e+02;2.819600082454981305e+01;0.000000000000000000e+00
8.071428571428571558e+03;2.478487564643429835e+02;2.845952513761540814e+01;0.000000000000000000e+00
8.142857142857143117e+03;2.475232602225261473e+02;2.871733905661225705e+01;0.000000000000000000e+00
8.214285714285713766e+03;2.471993323881182505e+02;2.896932792689242930e+01;0.000000000000000000e+00
8.285714285714286234e+03;2.468769875199566286e+02;2.921538007035843876e+01;0.000000000000000000e+00
8.357142857142856883e+03;2.465562396793739595e+02;2.945538682568397348e+01;0.000000000000000000e+00
8.428571428571429351e+03;2.462371024383335794e+02;2.968924258717836295e+01;0.000000000000000000e+00
8.500000000000000000e+03;2.459195888874787670e+02;2.991684484229367058e+01;0.000000000000000000e+00
8.571428571428572468e+03;2.456037116440969044e+02;3.013809420777581849e+01;0.000000000000000000e+00
8.642857142857143117e+03;2.452894828599995947e+02;3.035289446445852235e+01;0.000000000000000000e+00
8.714285714285713766e+03;2.449769142293190214e+02;3.056115259070089962e+01;0.000000000000000000e+00
8.785714285714286234e+03;2.446660169962208613e+02;3.076277879446816144e+01;0.000000000000000000e+00
8.857142857142856883e+03;2.443568019625352292e+02;3.095768654405573628e+01;0.000000000000000000e+00
8.928571428571429351e+03;2.440492794953046882e+02;3.114579259745676865e+01;0.000000000000000000e+00
9.000000000000000000e+03;2.437434595342516275e+02;3.132701703037282925e+01;0.000000000000000000e+00
9.071428571428572468e+03;2.434393515991644108e+02;3.150128326286800018e+01;0.000000000000000000e+00
9.142857142857143117e+03;2.431369647972034613e+02;3.166851808466635987e+01;0.000000000000000000e+00
9.214285714285713766e+03;2.428363078301267990e+02;3.182865167909269388e+01;0.000000000000000000e+00
9.285714285714286234e+03;2.425373890014380720e+02;3.198161764565652021e+01;0.000000000000000000e+00
9.357142857142856883e+03;2.422402162234536434e+02;3.212735302127956771e+01;0.000000000000000000e+00
9.428571428571429351e+03;2.419447970242941039e+02;3.226579830016643058e+01;0.000000000000000000e+00
9.500000000000000000e+03;2.416511385547964892e+02;3.239689745231866880e+01;0.000000000000000000e+00
9.571428571428572468e+03;2.413592475953497001e+02;3.252059794069220544e+01;0.000000000000000000e+00
9.642857142857143117e+03;2.410691305626553174e+02;3.263685073699787864e+01;0.000000000000000000e+00
9.714285714285713766e+03;2.407807935164096875e+02;3.274561033614572381e+01;0.000000000000000000e+00
9.785714285714286234e+03;2.404942421659130218e+02;3.284683476933209789e+01;0.000000000000000000e+00
9.857142857142856883e+03;2.402094818766030642e+02;3.294048561577042733e+01;0.000000000000000000e+00
9.928571428571429351e+03;2.399265176765139813e+02;3.302652801306535224e+01;0.000000000000000000e+00
1.000000000000000000e+04;2.396453542626619253e+02;3.310493066622976244e+01;0.000000000000000000e+00
1.007142857142857247e+04;2.393659960073581772e+02;3.317566585534585499e+01;0.000000000000000000e+00
1.014285714285714312e+04;2.390884469644482238e+02;3.323870944186879228e+01;0.000000000000000000e+00
1.021428571428571377e+04;2.388127108754797518e+02;3.329404087357410447e+01;0.000000000000000000e+00
1.028571428571428623e+04;2.385387911757993038e+02;3.334164318814838168e+01;0.000000000000000000e+00
1.035714285714285688e+04;2.382666910005768273e+02;3.338150301542329146e+01;0.000000000000000000e+00
1.042857142857142935e+04;2.379964131907605065e+02;3.341361057825263714e+01;0.000000000000000000e+00
1.050000000000000000e+04;2.377279602989618184e+02;3.343795969203329577e+01;0.000000000000000000e+00
1.057142857142857247e+04;2.374613345952699035e+02;3.345454776286882748e+01;0.000000000000000000e+00
1.064285714285714312e+04;2.371965380729986634e+02;3.346337578437703542e+01;0.000000000000000000e+00
1.071428571428571377e+04;2.369335724543641106e+02;3.346444833314029665e+01;0.000000000000000000e+00
1.078571428571428623e+04;2.366724391960939613e+02;3.345777356279981518e+01;0.000000000000000000e+00
1.085714285714285688e+04;2.364131394949708351e+02;3.344336319679260328e+01;0.000000000000000000e+00
1.092857142857142935e+04;2.361556742933069870e+02;3.342123251973206521e+01;0.000000000000000000e+00
1.100000000000000000e+04;2.359000442843536121e+02;3.339140036743189199e+01;0.000000000000000000e+00
1.107142857142857247e+04;2.356462499176443259e+02;3.335388911557366498e+01;0.000000000000000000e+00
1.114285714285714312e+04;2.353942914042725363e+02;3.330872466701689660e+01;0.000000000000000000e+00
1.121428571428571377e+04;2.351441687221043537e+02;3.325593643775300734e+01;0.000000000000000000e+00
1.128571428571428623e+04;2.348958816209274971e+02;3.319555734150291926e+01;0.000000000000000000e+00
1.135714285714285688e+04;2.346494296275347722e+02;3.312762377295705107e+01;0.000000000000000000e+00
1.142857142857142935e+04;2.344048120507462158e+02;3.305217558965962610e+01;0.000000000000000000e+00
1.150000000000000000e+04;2.341620279863665530e+02;3.296925609253563039e+01;0.000000000000000000e+00
1.157142857142857247e+04;2.339210763220804949e+02;3.287891200506136613e+01;0.000000000000000000e+00
1.164285714285714312e+04;2.336819557422873288e+02;3.278119345107802474e+01;0.000000000000000000e+00
1.171428571428571377e+04;2.334446647328722122e+02;3.267615393124962964e+01;0.000000000000000000e+00
1.178571428571428623e+04;2.332092015859175831e+02;3.256385029816243559e+01;0.000000000000000000e+00
1.185714285714285688e+04;2.329755644043536620e+02;3.244434273006972802e+01;0.000000000000000000e+00
1.192857142857142935e+04;2.327437511065489275e+02;3.231769470327831328e+01;0.000000000000000000e+00
1.200000000000000000e+04;2.325137594308409348e+02;3.218397296317937162e+01;0.000000000000000000e+00
1.207142857142857247e+04;2.322855869400079314e+02;3.204324749392196736e+01;0.000000000000000000e+00
1.214285714285714312e+04;2.320592310256819246e+02;3.189559148673042444e+01;0.000000000000000000e+00
1.221428571428571377e+04;2.318346889127036548e+02;3.174108130686458651e+01;0.000000000000000000e+00
1.228571428571428623e+04;2.316119576634195028e+02;3.157979645922356582e+01;0.000000000000000000e+00
1.235714285714285688e+04;2.313910341819212988e+02;3.141181955259320802e+01;0.000000000000000000e+00
1.242857142857142935e+04;2.311719152182292021e+02;3.123723626253583063e+01;0.000000000000000000e+00
1.250000000000000000e+04;2.309545973724187036e+02;3.105613529292484287e+01;0.000000000000000000e+00
1.257142857142857247e+04;2.307390770986903021e+02;3.086860833612092136e+01;0.000000000000000000e+00
1.264285714285714312e+04;2.305253507093862027e+02;3.067475003179319515e+01;0.000000000000000000e+00
1.271428571428571377e+04;2.303134143789488064e+02;3.047465792438244847e+01;0.000000000000000000e+00
1.278571428571428623e+04;2.301032641478276162e+02;3.026843241920847305e+01;0.000000000000000000e+00
1.285714285714285688e+04;2.298948959263298377e+02;3.005617673722024108e+01;0.000000000000000000e+00
1.292857142857142935e+04;2.296883054984186572e+02;2.983799686838969478e+01;0.000000000000000000e+00
1.300000000000000000e+04;2.294834885254577159e+02;2.961400152374885408e+01;0.000000000000000000e+00
1.307142857142857247e+04;2.292804405499023233e+02;2.938430208607039162e+01;0.000000000000000000e+00
1.314285714285714312e+04;2.290791569989394816e+02;2.914901255919046719e+01;0.000000000000000000e+00
1.321428571428571377e+04;2.288796331880745640e+02;2.890824951597676318e+01;0.000000000000000000e+00
1.328571428571428623e+04;2.286818643246677993e+02;2.866213204493845979e+01;0.000000000000000000e+00
1.335714285714285688e+04;2.284858455114187166e+02;2.841078169547935772e+01;0.000000000000000000e+00
1.342857142857142935e+04;2.282915717498002266e+02;2.815432242179583966e+01;0.000000000000000000e+00
1.350000000000000000e+04;2.280990379434428803e+02;2.789288052541628815e+01;0.000000000000000000e+00
1.357142857142857247e+04;2.279082389014682803e+02;2.762658459638547015e+01;0.000000000000000000e+00
1.364285714285714312e+04;2.277191693417746592e+02;2.735556545309088960e+01;0.000000000000000000e+00
1.371428571428571377e+04;2.275318238942718381e+02;2.707995608073365190e+01;0.000000000000000000e+00
1.378571428571428623e+04;2.273461971040687501e+02;2.679989156844123954e+01;0.000000000000000000e+00
1.385714285714285688e+04;2.271622834346122772e+02;2.651550904502607864e+01;0.000000000000000000e+00
1.392857142857142935e+04;2.269800772707789633e+02;2.622694761338367186e+01;0.000000000000000000e+00
1.400000000000000000e+04;2.267995729219182124e+02;2.593434828353748856e+01;0.000000000000000000e+00
1.407142857142857247e+04;2.266207646248502385e+02;2.563785390432640554e+01;0.000000000000000000e+00
1.414285714285714312e+04;2.264436465468159554e+02;2.533760909373316395e+01;0.000000000000000000e+00
1.421428571428571558e+04;2.262682127883816179e+02;2.503376016786010894e+01;0.000000000000000000e+00
1.428571428571428623e+04;2.260944573862977052e+02;2.472645506854443909e+01;0.000000000000000000e+00
1.435714285714285688e+04;2.259223743163121583e+02;2.441584328961887707e+01;0.000000000000000000e+00
1.442857142857142935e+04;2.257519574959389672e+02;2.410207580181554476e+01;0.000000000000000000e+00
1.450000000000000000e+04;2.255832007871823635e+02;2.378530497631300022e+01;0.000000000000000000e+00
1.457142857142857247e+04;2.254160979992162765e+02;2.346568450692532792e+01;0.000000000000000000e+00
1.464285714285714312e+04;2.252506428910210161e+02;2.314336933093730408e+01;0.000000000000000000e+00
1.471428571428571558e+04;2.250868291739757296e+02;2.281851554858010900e+01;0.000000000000000000e+00
1.478571428571428623e+04;2.249246505144087109e+02;2.249128034115176433e+01;0.000000000000000000e+00
1.485714285714285688e+04;2.247641005361038538e+02;2.216182188778043383e+01;0.000000000000000000e+00
1.492857142857142935e+04;2.246051728227670026e+02;2.183029928083254845e+01;0.000000000000000000e+00
1.500000000000000000e+04;2.244478609204481643e+02;2.149687243996049801e+01;0.000000000000000000e+00
1.507142857142857247e+04;2.242921583399238159e+02;2.116170202479895579e+01;0.000000000000000000e+00
1.514285714285714312e+04;2.241380585590382282e+02;2.082494934629963268e+01;0.000000000000000000e+00
1.521428571428571558e+04;2.239855550250026397e+02;2.048677627671193591e+01;0.000000000000000000e+00
1.528571428571428623e+04;2.238346411566560334e+02;2.014734515820754268e+01;0.000000000000000000e+00
1.535714285714285688e+04;2.236853103466846449e+02;1.980681871014570561e+01;0.000000000000000000e+00
1.542857142857142935e+04;2.235375559638021912e+02;1.946535993498375205e+01;0.000000000000000000e+00
1.550000000000000000e+04;2.233913713548916746e+02;1.912313202283093005e+01;0.000000000000000000e+00
1.557142857142857247e+04;2.232467498471069689e+02;1.878029825464571445e+01;0.000000000000000000e+00
1.564285714285714312e+04;2.231036847499371447e+02;1.843702190407393005e+01;0.000000000000000000e+00
1.571428571428571558e+04;2.229621693572322272e+02;1.809346613793456982e+01;0.000000000000000000e+00
1.578571428571428623e+04;2.228221969491911523e+02;1.774979391534517958e+01;0.000000000000000000e+00
1.585714285714285688e+04;2.226837607943122919e+02;1.740616788549141347e+01;0.000000000000000000e+00
1.592857142857142935e+04;2.225468541513071727e+02;1.706275028404263594e+01;0.000000000000000000e+00
1.600000000000000000e+04;2.224114702709775031e+02;1.671970282820592502e+01;0.000000000000000000e+00
1.607142857142857247e+04;2.222776023980553646e+02;1.637718661042848112e+01;0.000000000000000000e+00
1.614285714285714312e+04;2.221452437730084455e+02;1.603536199073928969e+01;0.000000000000000000e+00
1.621428571428571558e+04;2.220143876338081839e+02;1.569438848773660311e+01;0.000000000000000000e+00
1.628571428571428623e+04;2.218850272176642022e+02;1.535442466821865537e+01;0.000000000000000000e+00
1.635714285714285688e+04;2.217571557627225900e+02;1.501562803545573388e+01;0.000000000000000000e+00
1.642857142857142753e+04;2.216307665097299093e+02;1.467815491610718936e+01;0.000000000000000000e+00
1.650000000000000000e+04;2.215058527036637770e+02;1.434216034578258814e+01;0.000000000000000000e+00
1.657142857142857247e+04;2.213824075953276349e+02;1.400779795324274346e+01;0.000000000000000000e+00
1.664285714285714494e+04;2.212604244429142000e+02;1.367521984324901041e+01;0.000000000000000000e+00
1.671428571428571377e+04;2.211398965135337846e+02;1.334457647805174929e+01;0.000000000000000000e+00
1.678571428571428623e+04;2.210208170847108988e+02;1.301601655752438091e+01;0.000000000000000000e+00
1.685714285714285870e+04;2.209031794458472859e+02;1.268968689793916838e+01;0.000000000000000000e+00
1.692857142857142753e+04;2.207869768996537232e+02;1.236573230938734014e+01;0.000000000000000000e+00
1.700000000000000000e+04;2.206722027635489951e+02;1.204429547184321336e+01;0.000000000000000000e+00
1.707142857142857247e+04;2.205588503710278019e+02;1.172551680986987321e+01;0.000000000000000000e+00
1.714285714285714494e+04;2.204469130729971482e+02;1.140953436597101245e+01;0.000000000000000000e+00
1.721428571428571377e+04;2.203363842390814966e+02;1.109648367258057533e+01;0.000000000000000000e+00
1.728571428571428623e+04;2.202272572588981348e+02;1.078649762270373458e+01;0.000000000000000000e+00
1.735714285714285870e+04;2.201195255433009663e+02;1.047970633919277361e+01;0.000000000000000000e+00
1.742857142857142753e+04;2.200131825255954823e+02;1.017623704267361973e+01;0.000000000000000000e+00
1.750000000000000000e+04;2.199082216627232924e+02;9.876213918110465784e+00;0.000000000000000000e+00
1.757142857142857247e+04;2.198046364364170131e+02;9.579757980016267993e+00;0.000000000000000000e+00
1.764285714285714494e+04;2.197024203543273586e+02;9.286986936306163898e+00;0.000000000000000000e+00
1.771428571428571377e+04;2.196015669511198780e+02;8.998015050793355840e+00;0.000000000000000000e+00
1.778571428571428623e+04;2.195020697895442936e+02;8.712953004330472595e+00;0.000000000000000000e+00
1.785714285714285870e+04;2.194039224614750481e+02;8.431907754590952209e+00;0.000000000000000000e+00
1.792857142857142753e+04;2.193071185889243679e+02;8.154982394496641973e+00;0.000000000000000000e+00
1.800000000000000000e+04;2.192116518250279000e+02;7.882276009287636498e+00;0.000000000000000000e+00
1.807142857142857247e+04;2.191175158550021536e+02;7.613883532234865470e+00;0.000000000000000000e+00
1.814285714285714494e+04;2.190247043970770164e+02;7.349895598998102741e+00;0.000000000000000000e+00
1.821428571428571377e+04;2.189332112033982014e+02;7.090398400623826092e+00;0.000000000000000000e+00
1.828571428571428623e+04;2.188430300609069832e+02;6.835473535188953065e+00;0.000000000000000000e+00
1.835714285714285870e+04;2.187541547921916845e+02;6.585197858089486544e+00;0.000000000000000000e+00
1.842857142857142753e+04;2.186665792563136961e+02;6.339643330966737267e+00;0.000000000000000000e+00
1.850000000000000000e+04;2.185802973496084576e+02;6.098876869282548796e+00;0.000000000000000000e+00
1.857142857142857247e+04;2.184953030064608868e+02;5.862960188537158501e+00;0.000000000000000000e+00
1.864285714285714494e+04;2.184115902000558549e+02;5.631949649125658652e+00;0.000000000000000000e+00
1.871428571428571377e+04;2.183291529431039351e+02;5.405896099843630509e+00;0.000000000000000000e+00
1.878571428571428623e+04;2.182479852885432194e+02;5.184844720032401710e+00;0.000000000000000000e+00
1.885714285714285870e+04;2.181680813302168076e+02;4.968834860369042872e+00;0.000000000000000000e+00
1.892857142857142753e+04;2.180894352035261932e+02;4.757899882301217076e+00;0.000000000000000000e+00
1.900000000000000000e+04;2.180120410860612026e+02;4.552066996120402109e+00;0.000000000000000000e+00
1.907142857142857247e+04;2.179358931982074239e+02;4.351357097685081499e+00;0.000000000000000000e+00
1.914285714285714494e+04;2.178609858037295908e+02;4.155784603778556630e+00;0.000000000000000000e+00
1.921428571428571377e+04;2.177873132103327407e+02;3.965357286124344682e+00;0.000000000000000000e+00
1.928571428571428623e+04;2.177148697702009486e+02;3.780076104024828965e+00;0.000000000000000000e+00
1.935714285714285870e+04;2.176436498805142037e+02;3.599935035663975214e+00;0.000000000000000000e+00
1.942857142857142753e+04;2.175736479839422088e+02;3.424920908038075140e+00;0.000000000000000000e+00
1.950000000000000000e+04;2.175048585691185110e+02;3.255013225537709332e+00;0.000000000000000000e+00
1.957142857142857247e+04;2.174372761710907298e+02;3.090183997169788199e+00;0.000000000000000000e+00
1.964285714285714494e+04;2.173708953717517716e+02;2.930397562423650015e+00;0.000000000000000000e+00
1.971428571428571377e+04;2.173057108002501252e+02;2.775610415783603457e+00;0.000000000000000000e+00
1.978571428571428623e+04;2.172417171333767953e+02;2.625771029876773355e+00;0.000000000000000000e+00
1.985714285714285870e+04;2.171789090959364330e+02;2.480819677276144830e+00;0.000000000000000000e+00
1.992857142857142753e+04;2.171172814610939668e+02;2.340688250932316805e+00;0.000000000000000000e+00
2.000000000000000000e+04;2.170568290507044082e+02;2.205300083264432942e+00;0.000000000000000000e+00
2.007142857142857247e+04;2.169975467356218246e+02;2.074569763881413564e+00;0.000000000000000000e+00
2.014285714285714494e+04;2.169394294359882167e+02;1.948402955950882642e+00;0.000000000000000000e+00
2.021428571428571377e+04;2.168824721215060265e+02;1.826696211219314137e+00;0.000000000000000000e+00
2.028571428571428623e+04;2.168266698116882480e+02;1.709336783658955028e+00;0.000000000000000000e+00
2.035714285714285870e+04;2.167720175760929351e+02;1.596202441772675229e+00;0.000000000000000000e+00
2.042857142857142753e+04;2.167185105345375291e+02;1.487161279537986047e+00;0.000000000000000000e+00
2.050000000000000000e+04;2.166661438572957081e+02;1.382071525989431393e+00;0.000000000000000000e+00
2.057142857142857247e+04;2.166149127652770403e+02;1.280781353450493043e+00;0.000000000000000000e+00
